,price,rating,name,online_order,table_booking,type,cuisines
3921,300.0,3.2,Midas Touch,No,No,Bakery,"Bakery, Fast Food, Desserts"
3922,400.0,3.6,Mid-Night Crunch,Yes,No,"Takeaway, Delivery","North Indian, Chinese"
3923,500.0,3.0,Midnight Eats,Yes,No,Delivery,"North Indian, Chinese"
3924,650.0,2.8,Midnight Express,No,No,"Takeaway, Delivery","North Indian, Chinese, Continental"
3925,500.0,2.7,Midnight Food Point,Yes,No,Delivery,"North Indian, Chinese, Mughlai, Biryani"
3926,300.0,3.2,Midnight Hunger Project,No,No,Delivery,"North Indian, South Indian, Chinese"
3927,500.0,2.1,Midnight Hunger Solutions 24/7,Yes,No,Delivery,"North Indian, Mughlai, Chinese"
3928,700.0,3.8,Midnight Mania,Yes,No,Delivery,"Pizza, Italian, Beverages"
3929,700.0,3.7,Midnight Pizza Slurpp,No,No,Delivery,"Italian, Pizza"
3930,500.0,3.4,Midnight Restro,Yes,No,Delivery,"North Indian, Fast Food"
3931,500.0,3.7,Midnight Special,Yes,No,Delivery,"North Indian, Fast Food, Chinese"
3932,500.0,4.0,Mighty Paws,Yes,No,Cafe,Cafe
3933,1200.0,4.1,Mighty Small,No,No,"Casual Dining, Bar","Continental, Chinese"
3934,3000.0,4.1,Mikusu - Conrad Bengaluru,No,Yes,Fine Dining,"Japanese, Chinese, Thai"
3935,400.0,4.5,Milano Ice Cream,No,No,Dessert Parlor,"Ice Cream, Desserts"
3936,300.0,3.7,Milk N Shakes,Yes,No,Beverage Shop,Beverages
3937,300.0,3.5,Milkshake Kulture,No,No,Beverage Shop,Beverages
3938,300.0,3.7,Milkyway Ice Creams,Yes,No,Food Court,Ice Cream
3939,200.0,2.8,Milkyway Ice Creams & Fast Food,Yes,No,Quick Bites,"Fast Food, Ice Cream, Beverages"
3940,700.0,3.4,Millennium Plaza,Yes,No,Casual Dining,North Indian
3941,1100.0,4.4,Millers 46,No,Yes,Casual Dining,"American, Continental, Steak"
3942,200.0,3.9,Millet Mama,Yes,No,Quick Bites,"South Indian, Healthy Food"
3943,1000.0,4.4,Mimansa @ Foxtrot,Yes,Yes,Cafe,Cafe
3944,400.0,3.9,Min Mini Punjabi Dhaba,Yes,No,Quick Bites,North Indian
3945,250.0,2.8,Mini Adiga's,No,No,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices"
3946,150.0,3.1,Mini Fast Food,No,No,Quick Bites,"Fast Food, Chinese"
3947,500.0,3.3,Mini Forest,No,No,Quick Bites,"Fast Food, Desserts"
3948,350.0,4.2,Mini Punjabi Dhaba,Yes,No,Quick Bites,North Indian
3949,200.0,2.8,Mini Wok,No,No,Quick Bites,"Chinese, Fast Food"
3950,200.0,3.9,MiniMelts,No,No,Dessert Parlor,Ice Cream
3951,3000.0,4.2,Ministry of Food - Hilton Bangalore Embassy GolfLinks,No,Yes,Fine Dining,"North Indian, Asian, South Indian, Italian, European"
3952,750.0,4.0,Mint and Mustard,Yes,No,Casual Dining,"North Indian, Chinese"
3953,1000.0,2.8,Mint Masala,No,No,Casual Dining,"North Indian, Chinese"
3954,,,,,,,
3955,,,,,,,
3956,350.0,2.8,Minuit 12,Yes,No,"Takeaway, Delivery","North Indian, Chinese, Fast Food"
3957,300.0,3.2,Minus 4,No,No,Dessert Parlor,Desserts
3958,250.0,3.6,Mira's Ranna-Ghor,No,No,Delivery,Bengali
3959,400.0,3.7,Mirch,Yes,No,Quick Bites,"North Indian, Biryani"
3960,500.0,3.4,Mirch Masala,Yes,No,Quick Bites,North Indian
3961,650.0,2.7,Mirchi Bites- Spice Heaven,Yes,No,Casual Dining,"Hyderabadi, Biryani"
3962,2000.0,3.8,Miro Bar - Miraya Hotel & Residences,No,No,Lounge,"North Indian, Chinese, Thai, Asian"
3963,200.0,3.0,Misal Darbar,Yes,No,Quick Bites,Maharashtrian
3964,1400.0,3.9,Mishmash,Yes,No,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad"
3965,300.0,3.3,Mishra Pedha,No,No,Sweet Shop,"Mithai, Bakery"
3966,200.0,3.9,Mishra's Pedha Big Foods,No,No,Dessert Parlor,"Desserts, Mithai"
3967,250.0,3.2,Miss Momo,Yes,No,Quick Bites,"Tibetan, Momos"
3968,400.0,3.6,Mist n Creams,Yes,No,Dessert Parlor,Ice Cream
3969,200.0,3.3,Mistaan Sweets And Chaat,Yes,No,Sweet Shop,"Street Food, Mithai"
3970,1700.0,4.4,MISU,Yes,Yes,Casual Dining,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean"
3971,200.0,3.0,Mithai Time,Yes,No,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food"
3972,250.0,2.8,Mitraa Da Pizza,Yes,No,Delivery,"Fast Food, Pizza"
3973,600.0,4.1,Mitran Da Junction,Yes,No,Quick Bites,North Indian
3974,400.0,3.8,Mizo Kitchen,No,No,Quick Bites,"North Eastern, Chinese"
3975,250.0,2.8,MK Biryani,No,No,Quick Bites,Biryani
3976,400.0,2.6,MK Dabbawala,No,No,Delivery,North Indian
3977,700.0,3.4,MM Bar & Restaurant,No,No,Bar,"South Indian, North Indian"
3978,1000.0,3.9,Mockaholic Restro Beer Cafe,Yes,No,Bar,"North Indian, Chinese, Pizza, BBQ"
3979,450.0,3.0,Modern Restaurant,Yes,No,Casual Dining,"North Indian, Chinese"
3980,550.0,4.0,Moghul Durbar Restaurant,No,No,Casual Dining,"North Indian, BBQ, Kebab, Rolls"
3981,700.0,3.0,Moghul's Restaurant,Yes,No,Casual Dining,"Mughlai, North Indian, Chinese"
3982,250.0,3.9,Mojo Bites,No,No,Quick Bites,Fast Food
3983,600.0,4.1,Mojo Pizza - 2X Toppings,Yes,No,Delivery,Pizza
3984,500.0,3.6,Moksha,Yes,No,"Casual Dining, Bar","Chinese, North Indian, Mughlai"
3985,400.0,3.4,Mom Made Food,No,No,Quick Bites,"Biryani, Kerala"
3986,500.0,3.4,Momma's Pastries Fine Bakery And Cafe,Yes,No,Bakery,"Bakery, Desserts, Fast Food"
3987,500.0,3.4,Momm's The Kitchen,No,No,Casual Dining,"Andhra, South Indian, North Indian, Chinese"
3988,350.0,3.0,Momo Bites,Yes,No,Food Court,Tibetan
3989,200.0,2.8,Momo Blues,Yes,No,Quick Bites,"Chinese, Momos, Nepalese, Tibetan"
3990,2000.0,4.1,MoMo Cafe - Courtyard by Marriott,No,Yes,Casual Dining,"Asian, North Indian, South Indian, Momos"
3991,150.0,3.8,Momo Corner,No,No,Kiosk,"Fast Food, Momos"
3992,250.0,4.0,Momo Hut,Yes,No,Quick Bites,"Chinese, Tibetan, Momos"
3993,300.0,3.4,Momo Jojo,Yes,No,Quick Bites,"Chinese, Tibetan, Momos"
3994,100.0,3.8,Momo Junction,Yes,No,Takeaway,"Fast Food, Momos"
3995,200.0,2.8,Momo King,Yes,No,Quick Bites,"Momos, Fast Food"
3996,300.0,3.8,Momo Mania,Yes,No,Quick Bites,"Momos, Fast Food"
3997,400.0,3.8,Momo Rice Noodles,Yes,No,Casual Dining,"Chinese, Momos"
3998,200.0,4.0,Momo Shop,Yes,No,Quick Bites,"Momos, Street Food, Rolls"
3999,600.0,2.8,Momo Time,Yes,No,Quick Bites,"Momos, American"
4000,200.0,2.8,Momos & Me,Yes,No,"Takeaway, Delivery",Chinese
4001,250.0,3.1,Momos Corner,No,No,Quick Bites,"Chinese, Rolls, Momos"
4002,600.0,3.9,Momoz,No,No,Casual Dining,"Chinese, Momos"
4003,400.0,2.8,Moms Flavor,No,No,Delivery,"North Indian, Chinese"
4004,300.0,3.3,Mom's Momos,No,No,Quick Bites,Chinese
4005,300.0,3.5,Mom's Rasoi,No,No,Quick Bites,"South Indian, Biryani"
4006,300.0,2.7,Momscurry,Yes,No,Delivery,North Indian
4007,700.0,3.5,Monarch,No,No,Casual Dining,"North Indian, Chinese, Continental, South Indian"
4008,600.0,4.5,Monet's Bistro,No,No,Cafe,"Cafe, Beverages"
4009,300.0,3.8,Mongolian Kitchen,No,No,Quick Bites,"Chinese, Mongolian"
4010,1400.0,4.3,Monkey Bar,Yes,No,Pub,"American, Asian, European, North Indian"
4011,1000.0,2.8,Monsoon,No,No,Food Court,Continental
4012,3000.0,4.1,Monsoon - The Park Bangalore,No,Yes,Fine Dining,"Italian, North Indian"
4013,1600.0,3.4,Monsoon Express,Yes,No,"Takeaway, Delivery","Continental, Thai, North Indian"
4014,650.0,3.8,Mont Blanc Cafe,Yes,No,Cafe,"Cafe, Bakery, Italian"
4015,400.0,4.2,Mooch Marod,No,No,Quick Bites,North Indian
4016,800.0,4.0,Mood For Food,Yes,No,Casual Dining,"North Indian, Biryani"
4017,400.0,3.6,Moolehatti Donne Biryani Mane,Yes,No,Quick Bites,"Biryani, Chinese, North Indian, Kebab"
4018,400.0,3.9,Moonlight Kitchens,Yes,No,Delivery,"North Indian, Chinese"
4019,400.0,,Moonlights Kitchens,No,No,Delivery,"North Indian, Chinese"
4020,250.0,3.4,Moradabadi Special Biryani,No,No,Quick Bites,Biryani
4021,500.0,3.5,More Pizza,Yes,No,Food Court,Italian
4022,200.0,3.6,More Than Chocolates,No,No,Bakery,Bakery
4023,800.0,2.6,Moriz Restaurant,Yes,No,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani"
4024,300.0,,Mota Bawarchi,No,No,Quick Bites,"North Indian, Biryani, Fast Food"
4025,200.0,3.6,Mother Nature Kulfi,No,No,Dessert Parlor,"Desserts, Ice Cream"
4026,200.0,3.8,Mother's Food,Yes,No,Quick Bites,"North Indian, Chinese"
4027,600.0,3.7,Mother's Kitchen,Yes,No,Casual Dining,North Indian
4028,200.0,3.8,Mother's Meal,Yes,No,Quick Bites,North Indian
4029,250.0,3.8,Mother's Rasoi,Yes,No,Quick Bites,"North Indian, Chinese, Momos"
4030,200.0,3.4,Mother's Rasoi Family Restaurant,Yes,No,Quick Bites,North Indian
4031,600.0,3.1,Mothers Recipe Restaurant,No,No,Casual Dining,"South Indian, North Indian, Chinese"
4032,350.0,3.7,Mothi Restaurant,No,No,Quick Bites,"North Indian, Kerala"
4033,1000.0,4.0,Moti Mahal Delux,Yes,Yes,Casual Dining,"North Indian, Mughlai"
4034,350.0,4.1,Motis Kitchen,Yes,No,Quick Bites,"South Indian, Kerala, Biryani"
4035,,,,,,,
4036,,,,,,,
4037,,,,,,,
4038,150.0,3.7,Mou Tushi Family Restaurant,No,No,Quick Bites,"Bengali, Oriya, Chinese, North Indian"
4039,100.0,3.3,Mount View Fast Food,No,No,Takeaway,"Fast Food, Street Food"
4040,400.0,3.9,Mountain Spice,Yes,No,Quick Bites,"Chinese, Nepalese, Tibetan, Momos"
4041,300.0,3.7,Mouthful,Yes,No,Quick Bites,"Fast Food, Steak"
4042,600.0,3.9,MouthFull Of Cake,No,No,Quick Bites,Desserts
4043,1500.0,3.9,MoXa Bistro,No,Yes,Casual Dining,"Continental, Italian, North Indian, Pizza"
4044,100.0,3.4,Mr Gola,No,No,Dessert Parlor,Desserts
4045,500.0,3.6,Mr Manchurian,Yes,No,Food Court,"Chinese, Momos"
4046,350.0,3.4,Mr Savji,Yes,No,Quick Bites,South Indian
4047,300.0,3.2,Mr. Anbu'g Ambur Biryani,No,No,Quick Bites,Biryani
4048,1000.0,4.2,Mr. Beans - Home Cafe,Yes,Yes,Cafe,"Cafe, Continental, Italian"
4049,100.0,,Mr. Cane,Yes,No,Beverage Shop,Juices
4050,500.0,3.2,Mr. Chef,Yes,No,Casual Dining,"North Indian, Chinese, Biryani"
4051,100.0,3.7,Mr. Gola,No,No,"Dessert Parlor, Food Court",Desserts
4052,150.0,3.2,Mr. Meetharam,Yes,No,Quick Bites,"Mithai, Street Food"
4053,300.0,3.5,Mr. Meow's Hotdogs,No,No,"Food Court, Quick Bites",Fast Food
4054,300.0,3.6,Mr. Singh Da Dhaba,Yes,No,Quick Bites,"North Indian, Chinese"
4055,200.0,2.8,MRA,Yes,No,"Takeaway, Delivery",Bakery
4056,650.0,3.4,MRS Paradise,No,No,Casual Dining,"South Indian, North Indian, Chinese"
4057,300.0,4.2,MTR 1924,No,No,Quick Bites,South Indian
4058,150.0,3.5,Mubarak Hotel,No,No,Quick Bites,North Indian
4059,500.0,3.6,Mubeena Shariff Chocolatier,No,No,Dessert Parlor,Desserts
4060,150.0,4.1,Mudde Madappa Mess,No,No,Quick Bites,South Indian
4061,300.0,3.4,Muddhe Bytes,Yes,No,Quick Bites,"South Indian, Biryani"
4062,800.0,3.9,Mudpipe Cafe,Yes,Yes,Cafe,"Cafe, Continental, North Indian"
4063,400.0,3.9,Mug N Bean,Yes,No,Cafe,"Cafe, Continental, Italian, Burger"
4064,300.0,4.6,Mugful Of Stories,No,No,Dessert Parlor,"Desserts, Bakery"
4065,600.0,3.2,Mughal Restaurant,Yes,No,Casual Dining,"Mughlai, Chinese, Kerala"
4066,600.0,3.2,Mughal Samraj,Yes,No,Casual Dining,Fast Food
4067,700.0,3.6,Mughal Treat,Yes,No,Casual Dining,"Mughlai, North Indian, Chinese"
4068,550.0,3.1,Mughals Restaurant,No,No,Casual Dining,"Mughlai, North Indian, Chinese, Biryani, Seafood"
4069,1400.0,4.0,Mughlai Azam,Yes,Yes,Casual Dining,"Mughlai, Biryani, North Indian"
4070,600.0,4.0,Mugs N Burgers,Yes,Yes,Cafe,"Cafe, Burger, Chinese, Fast Food, Beverages"
4071,500.0,3.7,Mukati Kitchen,Yes,No,Quick Bites,"North Indian, Continental, Chinese, Italian"
4072,100.0,3.6,Mulabagilu Dosa,Yes,No,Quick Bites,South Indian
4073,200.0,3.0,Multi Cakes,No,No,Bakery,"Bakery, Desserts"
4074,250.0,2.8,Multi Ruchish,Yes,No,Quick Bites,"North Indian, South Indian, Chinese"
4075,200.0,2.8,Multi Snacky Hub,No,No,Quick Bites,Fast Food
4076,200.0,3.5,Mum?s Kitchen,Yes,No,Delivery,"North Indian, South Indian"
4077,,,,,,,
4078,100.0,3.6,Mumbai Badam Milk & Lassi Center,Yes,No,Kiosk,"Beverages, Desserts"
4079,500.0,4.2,Mumbai Bistro,Yes,No,Cafe,"Cafe, North Indian, Street Food"
4080,100.0,3.7,Mumbai Kulfi,Yes,No,Dessert Parlor,"Ice Cream, Desserts"
4081,400.0,3.7,Mumbai Spice,Yes,No,Quick Bites,"North Indian, Chinese"
4082,400.0,4.4,Mumbai Tiffin,Yes,No,Quick Bites,North Indian
4083,350.0,2.8,Mumbai Xpress,Yes,No,Quick Bites,"Fast Food, Street Food"
4084,300.0,3.2,Mummy Dhaba,Yes,No,Quick Bites,North Indian
4085,300.0,3.7,Mummy's Kitchen,Yes,No,Quick Bites,"North Indian, Biryani, Chinese"
4086,400.0,2.8,Munch Box,No,No,Quick Bites,"North Indian, Fast Food, South Indian"
4087,250.0,3.9,Munchies,Yes,No,"Quick Bites, Bakery","Fast Food, Bakery"
4088,300.0,2.8,Murali Military hotel,No,No,Quick Bites,"Biryani, South Indian"
4089,500.0,3.9,Murli,Yes,No,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai"
4090,1700.0,4.3,Murphy's Brewhouse - The Paul Bangalore,No,Yes,"Pub, Microbrewery","Continental, North Indian, Finger Food"
4091,150.0,3.3,Murugan Mess,No,No,Mess,South Indian
4092,400.0,3.0,Muscat Restaurant,Yes,No,Quick Bites,"North Indian, Chinese"
4093,800.0,4.1,Mustard Cafe,Yes,No,Cafe,"Cafe, Continental, Burger, Salad, Healthy Food, Italian"
4094,500.0,3.6,Mustard Food Court,Yes,No,Casual Dining,"North Indian, Chinese"
4095,400.0,4.2,Muthashy's,Yes,No,Quick Bites,"Kerala, South Indian, Chinese"
4096,250.0,3.6,Muziris,No,No,Quick Bites,Kerala
4097,350.0,3.6,My Cafe,No,No,Quick Bites,"North Indian, Chinese, Fast Food"
4098,600.0,3.0,My China,No,No,Casual Dining,"Chinese, Asian, Malaysian"
4099,400.0,3.4,My Dabeli & My Pizza,No,No,Quick Bites,"Pizza, Burger"
4100,300.0,3.7,My Little China,Yes,No,Quick Bites,"Chinese, North Indian"
4101,1800.0,4.2,My Place - Gokulam Grand Hotel & Spa,No,Yes,"Casual Dining, Lounge","Continental, Asian, South Indian, North Indian"
4102,2000.0,3.9,My Space - WelcomeHotel Bengaluru,No,No,Bar,Finger Food
4103,500.0,2.8,My Tea House,Yes,Yes,Casual Dining,"Continental, Asian, North Indian, Tea"
4104,400.0,3.7,Mylari Biryani Family Restaurant,Yes,No,Quick Bites,"Biryani, Fast Food"
4105,2500.0,4.1,Mynt - The Taj West End,No,Yes,Fine Dining,"Italian, North Indian, Lebanese"
4106,300.0,3.6,Mynutrikitchen,Yes,No,Delivery,"North Indian, Healthy Food"
4107,100.0,3.7,MyPotli,No,No,"Takeaway, Delivery","North Indian, South Indian"
4108,350.0,3.4,Myrasoiya.com,Yes,No,Delivery,North Indian
4109,350.0,3.8,Mysore Carnival Restaurant,No,No,Quick Bites,"Chinese, Kerala, North Indian, South Indian"
4110,500.0,3.9,Mysore Hanumanthu Palav,Yes,No,Casual Dining,"South Indian, Fast Food"
4111,300.0,3.4,Mystery House,Yes,No,Quick Bites,Fast Food
4112,300.0,4.1,Mystique Palate,Yes,No,Quick Bites,"Chinese, Fast Food"
4113,200.0,4.1,Mysuru Coffee Thindi,Yes,No,Quick Bites,"South Indian, Coffee"
4114,1200.0,4.4,Myu Bar at Gilly's Redefined,No,Yes,"Microbrewery, Bar","American, North Indian, Pizza, Finger Food, Continental, Italian"
4115,600.0,3.9,Naachiyar's,Yes,No,Casual Dining,Chettinad
4116,250.0,3.3,Naadan Bhakshanasaala,No,No,Quick Bites,"Kerala, South Indian"
4117,300.0,3.3,Naani'z Biryani,No,No,Quick Bites,Biryani
4118,300.0,3.1,Naati Biriyani,No,No,Quick Bites,"Kebab, Biryani"
4119,700.0,3.9,Naati Manae,Yes,Yes,Casual Dining,"North Indian, South Indian, Chinese, Biryani"
4120,200.0,3.7,Nadan Thattukada,Yes,No,Quick Bites,Kerala
4121,500.0,2.9,Nadeem's Kitchen,Yes,No,"Takeaway, Delivery","Biryani, Kebab"
4122,300.0,3.2,Nadella's Kitchen,No,No,Quick Bites,"North Indian, Biryani"
4123,200.0,2.8,Nagappa Naidu Hotel,No,No,Quick Bites,South Indian
4124,800.0,4.2,Nagarjuna,No,No,Casual Dining,"Andhra, Biryani"
4125,600.0,4.0,Nagarjuna Chimney,No,No,Casual Dining,"Andhra, Biryani"
4126,500.0,3.3,Nagas,Yes,No,Food Court,"Andhra, South Indian, Hyderabadi"
4127,500.0,2.7,Naga's,No,No,Food Court,"Hyderabadi, Andhra, North Indian"
4128,550.0,2.9,Nagashree's,No,No,Casual Dining,"South Indian, North Indian, Fast Food"
4129,150.0,2.8,Nagli Veg & Non Veg,No,No,Quick Bites,North Indian
4130,300.0,3.5,Naidoo's Donne Biryani,Yes,No,"Takeaway, Delivery","South Indian, Biryani"
4131,600.0,2.7,Naidu Military Hotel,No,No,Casual Dining,"South Indian, Chinese, Biryani"
4132,300.0,3.3,Naina Nand Food Express,Yes,No,Quick Bites,"North Indian, Chinese"
4133,400.0,3.5,Nainital North Indian Restaurant,Yes,No,Quick Bites,North Indian
4134,600.0,2.4,Nakkala's Food Hunt,Yes,No,Casual Dining,"North Indian, Chinese"
4135,1100.0,3.9,Nakkshatra,No,Yes,Casual Dining,"North Indian, Andhra"
4136,400.0,2.7,Nalaas Aapakadai,No,No,Food Court,"South Indian, Chettinad"
4137,500.0,3.3,NalaMaharaja,No,No,Casual Dining,North Indian
4138,450.0,3.5,Nalukettu,Yes,No,Delivery,Kerala
4139,650.0,3.1,Namak,Yes,No,Quick Bites,"North Indian, Chinese"
4140,400.0,3.8,Namak Swad Anusaar,Yes,No,Quick Bites,"North Indian, Chinese, Biryani, Rolls"
4141,400.0,3.7,Namakh Store And Cafe,Yes,No,Cafe,"Cafe, Continental, American"
4142,400.0,2.6,Namana Garden,No,No,Quick Bites,"North Indian, South Indian, Chinese, Street Food"
4143,300.0,3.7,Namana Restaurant,No,No,Quick Bites,"North Indian, Chinese, Mangalorean"
4144,70.0,2.8,Namaste,No,No,Quick Bites,South Indian
4145,400.0,3.8,Namaste Kitchen,Yes,No,Casual Dining,"North Indian, South Indian, Chinese"
4146,300.0,3.9,Namdhari's Salad Bar,No,No,Quick Bites,"Juices, Fast Food, Desserts, Salad"
4147,240.0,3.3,Nami's Global Kitchen,No,No,"Takeaway, Delivery","Italian, North Indian, Mexican, Chinese"
4148,200.0,2.8,Namma Atithi,No,No,Quick Bites,"North Indian, South Indian, Chinese, Biryani"
4149,250.0,4.0,Namma Banashankari Donne Biryani,Yes,No,Quick Bites,"Biryani, Kebab"
4150,250.0,3.7,Namma Biriyani,Yes,No,Quick Bites,"Biryani, Chinese, North Indian"
4151,250.0,3.6,Namma Biryani,Yes,No,Quick Bites,"Biryani, Chinese, North Indian"
4152,100.0,3.6,Namma Brahmin's Idli,Yes,No,Quick Bites,South Indian
4153,300.0,3.3,Namma Halli Jonne Biryani,Yes,No,Quick Bites,Biryani
4154,150.0,3.4,Namma Kadai,No,No,Quick Bites,South Indian
4155,400.0,3.9,Namma Kudla,Yes,No,Quick Bites,"Mangalorean, North Indian, Chinese, Seafood"
4156,200.0,3.0,Namma Madurai,Yes,No,Quick Bites,South Indian
4157,300.0,3.1,Namms Cafe,Yes,No,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian"
4158,350.0,3.3,Nammura Baduta,Yes,No,Quick Bites,South Indian
4159,300.0,3.2,Nammura Donne Biriyani,Yes,No,Quick Bites,Biryani
4160,300.0,3.6,Nammura Upachara,Yes,No,Quick Bites,"Chinese, North Indian, South Indian"
4161,100.0,3.8,Nammura Upahara,No,No,Quick Bites,South Indian
4162,350.0,3.3,Nandana Mess,No,No,Mess,"South Indian, Chinese"
4163,400.0,3.3,Nandanam Family Restaurant,No,No,Quick Bites,"Kerala, Chinese"
4164,400.0,3.8,Nandanam Restaurant,Yes,No,"Takeaway, Delivery","North Indian, South Indian"
4165,300.0,3.3,Nandanavanam,No,No,Quick Bites,South Indian
4166,450.0,2.9,Nanda's,Yes,No,Casual Dining,"North Indian, Chinese, Andhra"
4167,800.0,4.2,Nandhana Palace,No,No,Casual Dining,"Andhra, Biryani, North Indian, Chinese"
4168,300.0,3.7,Nandhanam Restaurant,Yes,No,Quick Bites,"South Indian, Kerala"
4169,200.0,3.4,Nandhanus Rasoi,Yes,No,Quick Bites,"Chinese, Rolls, North Indian"
4170,400.0,3.0,Nandhanu's Rasoi,Yes,No,Quick Bites,"Chinese, North Indian"
4171,400.0,3.4,Nandhi Andhra Style Family Restaurant,Yes,No,Quick Bites,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab"
4172,600.0,3.7,Nandhini,Yes,No,"Casual Dining, Bar","Andhra, Chinese, North Indian"
4173,600.0,2.6,Nandhini Deluxe,No,No,Casual Dining,North Indian
4174,600.0,3.7,Nandhini Paradise,No,Yes,Casual Dining,North Indian
4175,100.0,2.9,Nandi Bidadi Thatte Idli,No,No,Quick Bites,South Indian
4176,150.0,3.6,Nandi Chats and Juice,No,No,Quick Bites,Street Food
4177,250.0,3.6,Nandi Mess - Feel Like Mom's,Yes,No,Quick Bites,South Indian
4178,400.0,3.6,Nandighosha,Yes,No,Quick Bites,"Bengali, Seafood, Oriya, North Indian, Biryani"
4179,350.0,3.4,Nandini Andhra Style Mess,No,No,Quick Bites,"North Indian, Chinese, South Indian"
4180,600.0,2.8,Nandini Deluxe,No,No,Casual Dining,"North Indian, Chinese"
4181,100.0,2.8,Nandini Dosa Camp,No,No,Quick Bites,South Indian
4182,300.0,3.3,Nandini Swadista Loka,No,No,Quick Bites,"North Indian, South Indian, Chinese"
4183,1200.0,4.1,Nando's,Yes,No,Casual Dining,"Portuguese, Wraps, Burger, Salad"
4184,200.0,3.4,Nanna Munna,No,No,Quick Bites,"North Indian, Chinese"
4185,300.0,3.5,Nanna Munna Paratha House,Yes,No,Quick Bites,North Indian
4186,1200.0,4.1,Napoli Italian Bistro,Yes,Yes,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza"
4187,350.0,3.1,Narayana Veg Treat,No,No,Quick Bites,"North Indian, South Indian, Chinese"
4188,550.0,3.9,Narmadha's Hyderabad Biriyani,No,No,Casual Dining,"Biryani, North Indian, Andhra"
4189,200.0,3.4,Nashta Pani -The Gujarat's Special,Yes,No,Quick Bites,"Gujarati, Fast Food"
4190,1000.0,4.4,Nasi And Mee,Yes,Yes,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos"
4191,200.0,3.2,Nati Biriyani Mane,No,No,"Takeaway, Delivery","Biryani, South Indian"
4192,200.0,3.5,Nati Palace,Yes,No,Quick Bites,"South Indian, North Indian"
4193,450.0,4.1,Natuna Seafood House,Yes,No,Quick Bites,Seafood
4194,150.0,4.1,Natural Ice Cream,No,No,Dessert Parlor,"Ice Cream, Desserts"
4195,130.0,3.5,Natural Mumbai Kulfi,Yes,No,Dessert Parlor,Ice Cream
4196,250.0,3.1,Natural Veg,Yes,No,Quick Bites,"North Indian, Street Food"
4197,400.0,3.9,Nature's Caff,No,No,Cafe,"Continental, Italian, Cafe"
4198,600.0,3.7,Nature's Nectar,No,No,Casual Dining,"Continental, Healthy Food"
4199,300.0,3.3,Nature's Restaurant,No,No,Quick Bites,"Chinese, Mangalorean, North Indian"
4200,600.0,3.6,Navab's,No,No,Delivery,Mughlai
4201,600.0,3.5,Navami,Yes,No,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani"
4202,500.0,2.8,Navami Kitchen,Yes,No,Casual Dining,"Andhra, North Indian, Chinese, Seafood"
4203,,3.3,Navaneetha,No,No,Quick Bites,"Andhra, Chinese"
4204,300.0,3.6,Navarang Fast Food,Yes,No,Quick Bites,"North Indian, Chinese, Kebab, Rolls"
4205,300.0,3.2,Naveen Kabab & Biriyani Mane,No,No,Quick Bites,Biryani
4206,200.0,3.6,Navi Food Point,Yes,No,Quick Bites,Fast Food
4207,250.0,2.8,Navi's Kitchen,Yes,No,Quick Bites,"North Indian, Chinese"
4208,600.0,3.7,Navrang Kabab Korner,Yes,No,Casual Dining,"North Indian, Mughlai, Biryani, Chinese, Kebab"
4209,200.0,3.5,Navya Andhra Style Restaurant,No,No,Delivery,"North Indian, South Indian"
4210,300.0,3.4,Navya Foods,Yes,No,Quick Bites,"North Indian, Fast Food"
4211,800.0,2.5,Navya's,Yes,No,Casual Dining,"Hyderabadi, Biryani, North Indian"
4212,400.0,2.8,Nawab Di Biryani,No,No,"Takeaway, Delivery","Biryani, Mughlai"
4213,500.0,3.1,Nawab-E-Khana,No,No,Quick Bites,"North Indian, Biryani"
4214,350.0,3.4,Nawabi Handi,No,No,Quick Bites,"Biryani, Hyderabadi, North Indian"
4215,600.0,2.8,Nawabi Kitchen,No,No,Casual Dining,"North Indian, Chinese"
4216,600.0,3.5,Nawabi Zaica,Yes,No,Casual Dining,"North Indian, Mughlai, Chinese"
4217,300.0,3.2,Nawabs Empire,No,No,Quick Bites,"North Indian, Chinese, Arabian, Momos"
4218,150.0,3.4,Nawab's Kolkatta Roll,No,No,Kiosk,"Street Food, Rolls"
4219,1000.0,4.0,Nayi Dilli by Anand Sweets,No,Yes,Casual Dining,"North Indian, Chinese"
4220,550.0,3.1,Neals Cafe,No,No,Quick Bites,"North Indian, Chinese"
4221,700.0,3.3,Nebula,No,No,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian"
4222,500.0,3.3,Neema Restaurant,No,No,Casual Dining,"Chinese, Nepalese, Tibetan"
4223,600.0,3.6,Neer Dosa Fish Land,No,No,Casual Dining,"Seafood, Mangalorean"
